Calendar Year,Park Name,Cause of Death,Injury Category,Sex,Age Range,Outcome
2019,Whiskeytown National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2019,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,25-34,Fatal injury
2019,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Male,0-14,Fatal injury
2019,Glacier National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2019,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,25-34,Fatal injury
2019,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,15-24,Fatal injury
2019,Ozark National Scenic Riverways,Drowning,Unintentional,Female,45-54,Fatal injury
2019,Sequoia & Kings Canyon National Parks,Environmental,Unintentional,Male,35-44,Fatal injury
2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2019,Gateway National Recreation Area,Undetermined,Undetermined,Female,25-34,Fatal injury
2019,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal injury
2019,Rocky Mountain National Park,Medical Death,Medical,Male,65+,Fatal injury
2019,Yellowstone National Park,Undetermined,Undetermined,Male,65+,Fatal injury
2019,Curecanti National Recreation Area,Undetermined,Undetermined,Female,65+,Fatal injury
2019,Curecanti National Recreation Area,Undetermined,Undetermined,Female,25-34,Fatal injury
2019,Curecanti National Recreation Area,Undetermined,Undetermined,Female,65+,Fatal injury
2019,Ozark National Scenic Riverways,Environmental,Unintentional,Male,15-24,Fatal injury
2019,Fredericksburg & Spotsylvania National Military Park,Motor Vehicle Crash,Unintentional,Undetermined,0-14,Fatal injury
2019,Fredericksburg & Spotsylvania National Military Park,Motor Vehicle Crash,Unintentional,Undetermined,15-24,Fatal injury
2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Female,25-34,Fatal injury
2019,Great Smoky Mountains National Park,Undetermined,Undetermined,Male,55-64,Fatal injury
2019,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,65+,Fatal injury
2019,Denali National Park & Preserve,Medical Death,Medical,Male,65+,Fatal injury
2019,Indiana Dunes National Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2019,Grand Canyon National Park,Medical Death,Medical,Male,45-54,Fatal injury
2019,Mount Rainier National Park,Fall,Unintentional,Male,65+,Fatal injury
2019,Yosemite National Park,Medical Death,Medical,Male,55-64,Fatal injury
2019,Grand Canyon National Park,Drowning,Unintentional,Male,65+,Fatal injury
2019,Gulf Islands National Seashore,Drowning,Unintentional,Male,15-24,Fatal injury
2019,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal injury
2019,Big Bend National Park,Environmental,Unintentional,Male,45-54,Fatal injury
2019,Denali National Park & Preserve,Fall,Unintentional,Male,25-34,Fatal injury
2019,Olympic National Park,Medical Death,Medical,Female,65+,Fatal injury
2019,Virgin Islands National Park,Medical Death,Medical,Male,35-44,Fatal injury
2019,Buffalo National River,Undetermined,Undetermined,Male,65+,Fatal injury
2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2019,New River Gorge National River,Drowning,Unintentional,Male,15-24,Fatal injury
2019,Dinosaur National Monument,Drowning,Unintentional,Male,45-54,Fatal injury
2019,Chattahoochee River National Recreation Area,Poisoning,Unintentional,Male,25-34,Fatal injury
2019,Great Smoky Mountains National Park,Undetermined,Undetermined,Male,55-64,Fatal injury
2019,Big South Fork National River and Recreation Area,Drowning,Unintentional,Male,0-14,Fatal injury
2019,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2019,President's Park (White House),Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2019,President's Park (White House),Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2019,George Washington Memorial Parkway,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Fredericksburg & Spotsylvania National Military Park,Motor Vehicle Crash,Unintentional,Male,0-14,Fatal injury
2019,Fredericksburg & Spotsylvania National Military Park,Motor Vehicle Crash,Unintentional,Female,25-34,Fatal injury
2019,Mojave National Preserve,Undetermined,Undetermined,Female,65+,Fatal injury
2019,Cape Cod National Seashore,Undetermined,Undetermined,Female,65+,Fatal injury
2019,Gateway National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Lake Mead National Recreation Area,Medical Death,Medical,Male,45-54,Fatal injury
2019,New River Gorge National River,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2019,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2019,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Female,65+,Fatal injury
2019,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Female,65+,Fatal injury
2019,Lake Mead National Recreation Area,Fall,Unintentional,Male,65+,Fatal injury
2019,Mount Rainier National Park,Fall,Unintentional,Male,35-44,Fatal injury
2019,Chesapeake & Ohio Canal National Historical Park,Medical Death,Medical,Female,25-34,Fatal injury
2019,Glen Canyon National Recreation Area,Medical Death,Medical,Male,55-64,Fatal injury
2019,Yosemite National Park,Medical Death,Medical,Male,45-54,Fatal injury
2019,Canyonlands National Park,Drowning,Unintentional,Male,65+,Fatal injury
2019,Ozark National Scenic Riverways,Drowning,Unintentional,Male,15-24,Fatal injury
2019,Gateway National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2019,Hawaii Volcanoes National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2019,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Male,65+,Fatal injury
2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal injury
2019,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2019,Yellowstone National Park,Medical Death,Medical,Male,65+,Fatal injury
2019,Buffalo National River,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2019,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2019,Buffalo National River,Fall,Unintentional,Male,45-54,Fatal injury
2019,Death Valley National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,25-34,Fatal injury
2019,Yosemite National Park,Fall,Unintentional,Male,15-24,Fatal injury
2019,Lake Mead National Recreation Area,Other,Unintentional,Male,Undetermined,Fatal injury
2019,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2019,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2019,Rocky Mountain National Park,Undetermined,Undetermined,Male,35-44,Fatal injury
2019,Appalachian National Scenic Trail,Medical Death,Medical,Male,55-64,Fatal injury
2019,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Male,35-44,Fatal injury
2019,Glacier National Park,Drowning,Unintentional,Male,55-64,Fatal injury
2019,Santa Monica Mountains National Recreation Area,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2019,Glacier Bay National Park & Preserve,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2019,Great Smoky Mountains National Park,Undetermined,Undetermined,Male,55-64,Fatal injury
2019,North Cascades National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,George Washington Memorial Parkway,Undetermined,Undetermined,Male,25-34,Fatal injury
2019,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2019,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2019,Natchez Trace Parkway,Medical Death,Medical,Male,55-64,Fatal injury
2019,Santa Monica Mountains National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal injury
2019,Glacier National Park,Environmental,Unintentional,Female,0-14,Fatal injury
2019,National Mall & Memorial Parks,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2019,Rocky Mountain National Park,Medical Death,Medical,Male,65+,Fatal injury
2019,Saint-Gaudens National Historical Park,Undetermined,Undetermined,Male,65+,Fatal injury
2019,Olympic National Park,Drowning,Unintentional,Female,25-34,Fatal injury
2019,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2019,Olympic National Park,Medical Death,Medical,Male,65+,Fatal injury
2019,Crater Lake National Park,Drowning,Unintentional,Male,25-34,Fatal injury
2019,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2019,Lake Meredith National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2019,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,25-34,Fatal injury
2019,Golden Gate National Recreation Area,Poisoning,Unintentional,Male,35-44,Fatal injury
2019,Great Smoky Mountains National Park,Medical Death,Medical,Male,65+,Fatal injury
2019,Indiana Dunes National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Great Falls Park,Fall,Unintentional,Male,65+,Fatal injury
2019,Death Valley National Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Death Valley National Park,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal injury
2019,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Female,35-44,Fatal injury
2019,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,65+,Fatal injury
2019,Death Valley National Park,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2019,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal injury
2019,Big Thicket National Preserve,Medical Death,Medical,Male,0-14,Fatal injury
2019,Acadia National Park,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2019,Acadia National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2019,Acadia National Park,Motor Vehicle Crash,Unintentional,Female,25-34,Fatal injury
2019,Zion National Park,Medical Death,Medical,Male,55-64,Fatal injury
2019,Cape Hatteras National Seashore,Drowning,Unintentional,Male,55-64,Fatal injury
2019,Lake Mead National Recreation Area,Undetermined,Undetermined,Female,35-44,Fatal injury
2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2019,Glacier National Park,Medical Death,Medical,Male,55-64,Fatal injury
2019,Kennesaw Mountain National Battlefield Park,Medical Death,Medical,Male,55-64,Fatal injury
2019,Santa Monica Mountains National Recreation Area,Environmental,Unintentional,Male,55-64,Fatal injury
2019,Death Valley National Park,Environmental,Unintentional,Female,25-34,Fatal injury
2019,Grand Canyon National Park,Drowning,Unintentional,Male,65+,Fatal injury
2019,Santa Monica Mountains National Recreation Area,Environmental,Unintentional,Female,55-64,Fatal injury
2019,Yosemite National Park,Fall,Unintentional,Female,25-34,Fatal injury
2019,Big Thicket National Preserve,Environmental,Unintentional,Male,0-14,Fatal injury
2019,Badlands National Park,Medical Death,Medical,Male,65+,Fatal injury
2019,Lake Mead National Recreation Area,Fall,Unintentional,Male,55-64,Fatal injury
2019,Crater Lake National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2019,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2019,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Cape Hatteras National Seashore,Motor Vehicle Crash,Unintentional,Female,65+,Fatal injury
2019,Sequoia & Kings Canyon National Parks,Medical Death,Medical,Male,55-64,Fatal injury
2019,Yosemite National Park,Medical Death,Medical,Male,55-64,Fatal injury
2019,Redwood National and State Parks,Medical Death,Medical,Male,65+,Fatal injury
2019,Gettysburg National Military Park,Medical Death,Medical,Male,65+,Fatal injury
2019,Saint Croix National Scenic Riverway,Medical Death,Medical,Male,55-64,Fatal injury
2019,Eisenhower National Historic Site,Medical Death,Medical,Male,65+,Fatal injury
2019,Chattahoochee River National Recreation Area,Drowning,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2019,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2019,Rocky Mountain National Park,Undetermined,Undetermined,Male,45-54,Fatal injury
2019,Wrangell - St Elias National Park & Reserve,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Gateway National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Gateway National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2019,Big Bend National Park,Medical Death,Medical,Male,65+,Fatal injury
2019,Yellowstone National Park,Medical Death,Medical,Male,45-54,Fatal injury
2019,Fire Island National Seashore,Undetermined,Undetermined,Female,65+,Fatal injury
2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal injury
2019,Appalachian National Scenic Trail,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Buffalo National River,Medical Death,Medical,Female,65+,Fatal injury
2019,Colorado National Monument,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2019,Blue Ridge Parkway,Fall,Unintentional,Male,65+,Fatal injury
2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Female,65+,Fatal injury
2019,Padre Island National Seashore,Homicide,Intentional,Female,Undetermined,Fatal injury
2019,Padre Island National Seashore,Homicide,Intentional,Female,Undetermined,Fatal injury
2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2019,Little River Canyon National Preserve,Drowning,Unintentional,Male,35-44,Fatal injury
2019,Pecos National Historical Park,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal injury
2019,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Male,35-44,Fatal injury
2019,Gateway National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Blue Ridge Parkway,Medical Death,Medical,Female,65+,Fatal injury
2019,Virgin Islands National Park,Undetermined,Undetermined,Male,65+,Fatal injury
2019,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Great Falls Park,Medical Death,Medical,Undetermined,Undetermined,Fatal injury
2019,George Washington Memorial Parkway,Legal Intervention,Intentional,Male,25-34,Fatal injury
2019,Big Bend National Park,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2019,Zion National Park,Fall,Unintentional,Female,15-24,Fatal injury
2019,Big Bend National Park,Medical Death,Medical,Male,45-54,Fatal injury
2019,Yosemite National Park,Medical Death,Medical,Male,35-44,Fatal injury
2019,Arches National Park,Fall,Unintentional,Male,65+,Fatal injury
2019,Arches National Park,Fall,Unintentional,Female,55-64,Fatal injury
2019,Chesapeake & Ohio Canal National Historical Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,55-64,Fatal injury
2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Yellowstone National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal injury
2019,Petersburg National Battlefield,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,San Juan National Historic Site,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2019,Joshua Tree National Park,Fall,Unintentional,Male,25-34,Fatal injury
2019,Death Valley National Park,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal injury
2019,National Mall & Memorial Parks,Homicide,Intentional,Female,Undetermined,Fatal injury
2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Muir Woods National Monument,Environmental,Unintentional,Male,25-34,Fatal injury
2019,Assateague Island National Seashore,Poisoning,Unintentional,Female,65+,Fatal injury
2019,Suitland,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Suitland,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2019,Buffalo National River,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal injury
2020,Anacostia Park,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,National Capital Parks-East,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal injury
2020,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2020,Rocky Mountain National Park,Homicide,Intentional,Male,0-14,Fatal injury
2020,Grand Canyon National Park,Undetermined,Undetermined,Male,65+,Fatal injury
2020,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Virgin Islands National Park,Undetermined,Undetermined,Male,65+,Fatal injury
2020,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Male,65+,Fatal injury
2020,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,Undetermined,Fatal injury
2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2020,Everglades National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Great Smoky Mountains National Park,Fall,Unintentional,Female,15-24,Fatal injury
2020,Gulf Islands National Seashore,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal injury
2020,Rock Creek Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Dinosaur National Monument,Undetermined,Undetermined,Male,55-64,Fatal injury
2020,Big Bend National Park,Undetermined,Undetermined,Male,0-14,Fatal injury
2020,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2020,Cape Lookout National Seashore,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2020,Little River Canyon National Preserve,Undetermined,Undetermined,Male,25-34,Fatal injury
2020,Death Valley National Park,Fall,Unintentional,Male,Undetermined,Fatal injury
2020,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Male,65+,Fatal injury
2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,45-54,Fatal injury
2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2020,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Rock Creek Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Suitland,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Lake Meredith National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal injury
2020,George Washington Memorial Parkway,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Colonial National Historical Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Colonial National Historical Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Glen Canyon National Recreation Area,Fall,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2020,Lake Mead National Recreation Area,Other,Unintentional,Female,25-34,Fatal injury
2020,Great Smoky Mountains National Park,Medical Death,Medical,Male,55-64,Fatal injury
2020,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2020,Gulf Islands National Seashore,Drowning,Unintentional,Female,45-54,Fatal injury
2020,Little River Canyon National Preserve,Drowning,Unintentional,Male,15-24,Fatal injury
2020,Big Cypress National Preserve,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Badlands National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Little River Canyon National Preserve,Drowning,Unintentional,Female,15-24,Fatal injury
2020,Buffalo National River,Drowning,Unintentional,Male,15-24,Fatal injury
2020,Lake Mead National Recreation Area,Environmental,Unintentional,Male,65+,Fatal injury
2020,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal injury
2020,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2020,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Gateway National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Big Bend National Park,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Cape Hatteras National Seashore,Medical Death,Medical,Male,Undetermined,Fatal injury
2020,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2020,Biscayne National Park,Drowning,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal injury
2020,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Little River Canyon National Preserve,Drowning,Unintentional,Male,15-24,Fatal injury
2020,Arches National Park,Undetermined,Undetermined,Female,25-34,Fatal injury
2020,Chattahoochee River National Recreation Area,Drowning,Unintentional,Female,15-24,Fatal injury
2020,Chesapeake & Ohio Canal National Historical Park,Medical Death,Medical,Male,Undetermined,Fatal injury
2020,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2020,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal injury
2020,Lake Mead National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal injury
2020,Mojave National Preserve,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2020,Suitland,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal injury
2020,Grand Canyon National Park,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2020,Lake Mead National Recreation Area,Drowning,Unintentional,Female,Undetermined,Fatal injury
2020,Lake Mead National Recreation Area,Drowning,Unintentional,Female,Undetermined,Fatal injury
2020,Colorado National Monument,Fall,Unintentional,Male,Undetermined,Fatal injury
2020,Whiskeytown National Recreation Area,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal injury
2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,65+,Fatal injury
2020,Great Smoky Mountains National Park,Drowning,Unintentional,Male,Undetermined,Fatal injury
2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Zion National Park,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2020,Glacier National Park,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Grand Canyon National Park,Fall,Unintentional,Female,55-64,Fatal injury
2020,Gateway National Recreation Area,Medical Death,Medical,Male,Undetermined,Fatal injury
2020,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Big South Fork National River and Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2020,Cape Hatteras National Seashore,Drowning,Unintentional,Male,65+,Fatal injury
2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Lake Mead National Recreation Area,Medical Death,Medical,Male,Undetermined,Fatal injury
2020,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal injury
2020,Gateway National Recreation Area,Drowning,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Female,25-34,Fatal injury
2020,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2020,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Female,25-34,Fatal injury
2020,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal injury
2020,Gateway National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2020,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal injury
2020,Whiskeytown National Recreation Area,Drowning,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Mount Rainier National Park,Drowning,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Great Smoky Mountains National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal injury
2020,Indiana Dunes National Park,Drowning,Unintentional,Male,15-24,Fatal injury
2020,Indiana Dunes National Park,Drowning,Unintentional,Male,15-24,Fatal injury
2020,Guadalupe Mountains National Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Mount Rainier National Park,Undetermined,Undetermined,Male,65+,Fatal injury
2020,Cape Cod National Seashore,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Coronado National Memorial,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Glacier National Park,Drowning,Unintentional,Male,Undetermined,Fatal injury
2020,Shenandoah National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,35-44,Fatal injury
2020,Cape Hatteras National Seashore,Other,Unintentional,Male,65+,Fatal injury
2020,Sequoia & Kings Canyon National Parks,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,65+,Fatal injury
2020,Sequoia & Kings Canyon National Parks,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,45-54,Fatal injury
2020,Joshua Tree National Park,Environmental,Unintentional,Male,15-24,Fatal injury
2020,Death Valley National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Mojave National Preserve,Undetermined,Undetermined,Male,65+,Fatal injury
2020,Great Smoky Mountains National Park,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Great Smoky Mountains National Park,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Glen Canyon National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2020,Wrangell - St Elias National Park & Reserve,Wildlife/Animal,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Colorado National Monument,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,55-64,Fatal injury
2020,Mount Rainier National Park,Undetermined,Undetermined,Male,25-34,Fatal injury
2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal injury
2020,Great Smoky Mountains National Park,Medical Death,Medical,Male,25-34,Fatal injury
2020,Glen Canyon National Recreation Area,Fall,Unintentional,Male,Undetermined,Fatal injury
2020,Glen Canyon National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2020,Curecanti National Recreation Area,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal injury
2020,Curecanti National Recreation Area,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal injury
2020,Glen Canyon National Recreation Area,Fall,Unintentional,Male,Undetermined,Fatal injury
2020,Death Valley National Park,Homicide,Intentional,Male,Undetermined,Fatal injury
